cell,leg,rep,nul,pos,con,read,inp,spell,outcome,msg,expected
c04603,A,closure,1,elem,eqnullcmp,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",true|1
c04604,A,closure,1,elem,while_g,call,0,inline,loud_check_reject,[ERROR]: cannot compare (i32) -> i32? with null,4|1
c04605,A,closure,1,elem,while_g,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",NUL|1
c04606,A,closure,1,mapval,nenull,call,0,inline,loud_check_reject,"[ERROR]: print of a union value (i32?) is type-valid but not yet supported by codegen — narrow it first, e.g. `if v is i32 { print(v) }`",4|1
c04607,A,closure,1,mapval,nenull,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",NUL|1
c04608,A,closure,1,mapval,eqnull_else,call,0,inline,loud_check_reject,"[ERROR]: print of a union value (i32?) is type-valid but not yet supported by codegen — narrow it first, e.g. `if v is i32 { print(v) }`",4|1
c04609,A,closure,1,mapval,eqnull_else,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",NUL|1
c04610,A,closure,1,mapval,is_t,call,0,inline,loud_emit_reject,emitProgram: function-value call arity has no interned signature,4|1
c04611,A,closure,1,mapval,is_t,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",NUL|1
c04612,A,closure,1,mapval,match_null,call,0,inline,loud_check_reject,"[ERROR]: print of a union value (i32?) is type-valid but not yet supported by codegen — narrow it first, e.g. `if v is i32 { print(v) }`",4|1
c04613,A,closure,1,mapval,match_null,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",NUL|1
c04614,A,closure,1,mapval,eqnullcmp,call,0,inline,correct,,false|1
c04615,A,closure,1,mapval,eqnullcmp,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",true|1
c04616,A,closure,1,mapval,while_g,call,0,inline,loud_check_reject,"[ERROR]: print of a union value (i32?) is type-valid but not yet supported by codegen — narrow it first, e.g. `if v is i32 { print(v) }`",4|1
c04617,A,closure,1,mapval,while_g,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",NUL|1
c04618,A,closure,1,capture,nenull,call,0,inline,loud_check_reject,[ERROR]: cannot compare (i32) -> i32? with null,4|1
c04619,A,closure,1,capture,nenull,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",NUL|1
c04620,A,closure,1,capture,eqnull_else,call,0,inline,loud_check_reject,[ERROR]: cannot compare (i32) -> i32? with null,4|1
c04621,A,closure,1,capture,eqnull_else,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",NUL|1
c04622,A,closure,1,capture,is_t,call,0,inline,loud_emit_reject,emitProgram: call to unknown function,4|1
c04623,A,closure,1,capture,is_t,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",NUL|1
c04624,A,closure,1,capture,match_null,call,0,inline,loud_check_reject,"[ERROR]: match scrutinee must be a union, got (i32) -> i32?",4|1
c04625,A,closure,1,capture,match_null,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",NUL|1
c04626,A,closure,1,capture,eqnullcmp,call,0,inline,loud_check_reject,[ERROR]: cannot compare (i32) -> i32? with null,false|1
c04627,A,closure,1,capture,eqnullcmp,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",true|1
c04628,A,closure,1,capture,while_g,call,0,inline,loud_check_reject,[ERROR]: cannot compare (i32) -> i32? with null,4|1
c04629,A,closure,1,capture,while_g,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",NUL|1
c04630,A,closure,1,loopvar,nenull,call,0,inline,loud_check_reject,[ERROR]: cannot compare (i32) -> i32? with null,4|1
c04631,A,closure,1,loopvar,nenull,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",NUL|1
c04632,A,closure,1,loopvar,eqnull_else,call,0,inline,loud_check_reject,[ERROR]: cannot compare (i32) -> i32? with null,4|1
c04633,A,closure,1,loopvar,eqnull_else,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",NUL|1
c04634,A,closure,1,loopvar,is_t,call,0,inline,loud_emit_reject,emitProgram: `is` names a type that is not a union variant,4|1
c04635,A,closure,1,loopvar,is_t,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",NUL|1
c04636,A,closure,1,loopvar,match_null,call,0,inline,loud_check_reject,"[ERROR]: match scrutinee must be a union, got (i32) -> i32?",4|1
c04637,A,closure,1,loopvar,match_null,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",NUL|1
c04638,A,closure,1,loopvar,eqnullcmp,call,0,inline,loud_check_reject,[ERROR]: cannot compare (i32) -> i32? with null,false|1
c04639,A,closure,1,loopvar,eqnullcmp,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",true|1
c04640,A,closure,1,loopvar,while_g,call,0,inline,loud_check_reject,[ERROR]: cannot compare (i32) -> i32? with null,4|1
c04641,A,closure,1,loopvar,while_g,call,1,inline,loud_check_reject,"[ERROR]: return type mismatch: expected (i32) -> i32?, got null",NUL|1
c04642,A,map_str,0,const_local,direct,size,0,inline,correct,,2|1
c04643,A,map_str,0,const_local,direct,size,1,inline,correct,,1|1
c04644,A,map_str,0,const_local,is_t,size,0,inline,correct,,2|1
c04645,A,map_str,0,const_local,is_t,size,1,inline,correct,,1|1
c04646,A,map_str,0,let_local,direct,size,0,inline,correct,,2|1
c04647,A,map_str,0,let_local,direct,size,1,inline,correct,,1|1
c04648,A,map_str,0,let_local,is_t,size,0,inline,correct,,2|1
c04649,A,map_str,0,let_local,is_t,size,1,inline,correct,,1|1
c04650,A,map_str,0,param,direct,size,0,inline,correct,,2|1
c04651,A,map_str,0,param,direct,size,1,inline,correct,,1|1
c04652,A,map_str,0,param,is_t,size,0,inline,correct,,2|1
c04653,A,map_str,0,param,is_t,size,1,inline,correct,,1|1
c04654,A,map_str,0,ret_unann,direct,size,0,inline,correct,,2|1
c04655,A,map_str,0,ret_unann,direct,size,1,inline,correct,,1|1
c04656,A,map_str,0,ret_unann,is_t,size,0,inline,correct,,2|1
c04657,A,map_str,0,ret_unann,is_t,size,1,inline,correct,,1|1
c04658,A,map_str,0,ret_ann,direct,size,0,inline,correct,,2|1
c04659,A,map_str,0,ret_ann,direct,size,1,inline,correct,,1|1
c04660,A,map_str,0,ret_ann,is_t,size,0,inline,correct,,2|1
c04661,A,map_str,0,ret_ann,is_t,size,1,inline,correct,,1|1
c04662,A,map_str,0,global,direct,size,0,inline,correct,,2|1
c04663,A,map_str,0,global,direct,size,1,inline,correct,,1|1
c04664,A,map_str,0,global,is_t,size,0,inline,correct,,2|1
c04665,A,map_str,0,global,is_t,size,1,inline,correct,,1|1
c04666,A,map_str,0,field,direct,size,0,inline,correct,,2|1
c04667,A,map_str,0,field,direct,size,1,inline,correct,,1|1
c04668,A,map_str,0,field,is_t,size,0,inline,correct,,2|1
c04669,A,map_str,0,field,is_t,size,1,inline,correct,,1|1
c04670,A,map_str,0,elem,direct,size,0,inline,correct,,2|1
c04671,A,map_str,0,elem,direct,size,1,inline,correct,,1|1
c04672,A,map_str,0,elem,is_t,size,0,inline,correct,,2|1
c04673,A,map_str,0,elem,is_t,size,1,inline,correct,,1|1
c04674,A,map_str,0,mapval,direct,size,0,inline,loud_check_reject,[ERROR]: member access '.size' on non-object {[string]: i32}?,2|1
c04675,A,map_str,0,mapval,direct,size,1,inline,loud_check_reject,[ERROR]: member access '.size' on non-object {[string]: i32}?,1|1
c04676,A,map_str,0,mapval,is_t,size,0,inline,correct,,2|1
c04677,A,map_str,0,mapval,is_t,size,1,inline,correct,,1|1
c04678,A,map_str,0,capture,direct,size,0,inline,correct,,2|1
c04679,A,map_str,0,capture,direct,size,1,inline,correct,,1|1
c04680,A,map_str,0,capture,is_t,size,0,inline,correct,,2|1
c04681,A,map_str,0,capture,is_t,size,1,inline,correct,,1|1
c04682,A,map_str,0,loopvar,direct,size,0,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,2|1
c04683,A,map_str,0,loopvar,direct,size,1,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,1|1
c04684,A,map_str,0,loopvar,is_t,size,0,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,2|1
c04685,A,map_str,0,loopvar,is_t,size,1,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,1|1
c04686,A,map_str,1,const_local,nenull,size,0,inline,correct,,2|1
c04687,A,map_str,1,const_local,nenull,size,1,inline,correct,,NUL|1
c04688,A,map_str,1,const_local,eqnull_else,size,0,inline,correct,,2|1
c04689,A,map_str,1,const_local,eqnull_else,size,1,inline,correct,,NUL|1
c04690,A,map_str,1,const_local,is_t,size,0,inline,correct,,2|1
c04691,A,map_str,1,const_local,is_t,size,1,inline,correct,,NUL|1
c04692,A,map_str,1,const_local,match_null,size,0,inline,correct,,2|1
c04693,A,map_str,1,const_local,match_null,size,1,inline,correct,,NUL|1
c04694,A,map_str,1,const_local,eqnullcmp,size,0,inline,correct,,false|1
c04695,A,map_str,1,const_local,eqnullcmp,size,1,inline,correct,,true|1
c04696,A,map_str,1,const_local,while_g,size,0,inline,correct,,2|1
c04697,A,map_str,1,const_local,while_g,size,1,inline,correct,,NUL|1
c04698,A,map_str,1,const_local,optchain,size,0,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,2|1
c04699,A,map_str,1,const_local,optchain,size,1,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,0|1
c04700,A,map_str,1,let_local,nenull,size,0,inline,correct,,2|1
c04701,A,map_str,1,let_local,nenull,size,1,inline,correct,,NUL|1
c04702,A,map_str,1,let_local,eqnull_else,size,0,inline,correct,,2|1
c04703,A,map_str,1,let_local,eqnull_else,size,1,inline,correct,,NUL|1
c04704,A,map_str,1,let_local,is_t,size,0,inline,correct,,2|1
c04705,A,map_str,1,let_local,is_t,size,1,inline,correct,,NUL|1
c04706,A,map_str,1,let_local,match_null,size,0,inline,correct,,2|1
c04707,A,map_str,1,let_local,match_null,size,1,inline,correct,,NUL|1
c04708,A,map_str,1,let_local,eqnullcmp,size,0,inline,correct,,false|1
c04709,A,map_str,1,let_local,eqnullcmp,size,1,inline,correct,,true|1
c04710,A,map_str,1,let_local,while_g,size,0,inline,correct,,2|1
c04711,A,map_str,1,let_local,while_g,size,1,inline,correct,,NUL|1
c04712,A,map_str,1,let_local,optchain,size,0,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,2|1
c04713,A,map_str,1,let_local,optchain,size,1,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,0|1
c04714,A,map_str,1,param,nenull,size,0,inline,correct,,2|1
c04715,A,map_str,1,param,nenull,size,1,inline,correct,,NUL|1
c04716,A,map_str,1,param,eqnull_else,size,0,inline,correct,,2|1
c04717,A,map_str,1,param,eqnull_else,size,1,inline,correct,,NUL|1
c04718,A,map_str,1,param,is_t,size,0,inline,correct,,2|1
c04719,A,map_str,1,param,is_t,size,1,inline,correct,,NUL|1
c04720,A,map_str,1,param,match_null,size,0,inline,correct,,2|1
c04721,A,map_str,1,param,match_null,size,1,inline,correct,,NUL|1
c04722,A,map_str,1,param,eqnullcmp,size,0,inline,correct,,false|1
c04723,A,map_str,1,param,eqnullcmp,size,1,inline,correct,,true|1
c04724,A,map_str,1,param,while_g,size,0,inline,correct,,2|1
c04725,A,map_str,1,param,while_g,size,1,inline,correct,,NUL|1
c04726,A,map_str,1,param,optchain,size,0,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,2|1
c04727,A,map_str,1,param,optchain,size,1,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,0|1
c04728,A,map_str,1,ret_unann,nenull,size,0,inline,correct,,2|1
c04729,A,map_str,1,ret_unann,nenull,size,1,inline,correct,,NUL|1
c04730,A,map_str,1,ret_unann,eqnull_else,size,0,inline,correct,,2|1
c04731,A,map_str,1,ret_unann,eqnull_else,size,1,inline,correct,,NUL|1
c04732,A,map_str,1,ret_unann,is_t,size,0,inline,correct,,2|1
c04733,A,map_str,1,ret_unann,is_t,size,1,inline,correct,,NUL|1
c04734,A,map_str,1,ret_unann,match_null,size,0,inline,correct,,2|1
c04735,A,map_str,1,ret_unann,match_null,size,1,inline,correct,,NUL|1
c04736,A,map_str,1,ret_unann,eqnullcmp,size,0,inline,correct,,false|1
c04737,A,map_str,1,ret_unann,eqnullcmp,size,1,inline,correct,,true|1
c04738,A,map_str,1,ret_unann,while_g,size,0,inline,correct,,2|1
c04739,A,map_str,1,ret_unann,while_g,size,1,inline,correct,,NUL|1
c04740,A,map_str,1,ret_unann,optchain,size,0,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,2|1
c04741,A,map_str,1,ret_unann,optchain,size,1,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,0|1
c04742,A,map_str,1,ret_ann,nenull,size,0,inline,correct,,2|1
c04743,A,map_str,1,ret_ann,nenull,size,1,inline,correct,,NUL|1
c04744,A,map_str,1,ret_ann,eqnull_else,size,0,inline,correct,,2|1
c04745,A,map_str,1,ret_ann,eqnull_else,size,1,inline,correct,,NUL|1
c04746,A,map_str,1,ret_ann,is_t,size,0,inline,correct,,2|1
c04747,A,map_str,1,ret_ann,is_t,size,1,inline,correct,,NUL|1
c04748,A,map_str,1,ret_ann,match_null,size,0,inline,correct,,2|1
c04749,A,map_str,1,ret_ann,match_null,size,1,inline,correct,,NUL|1
c04750,A,map_str,1,ret_ann,eqnullcmp,size,0,inline,correct,,false|1
c04751,A,map_str,1,ret_ann,eqnullcmp,size,1,inline,correct,,true|1
c04752,A,map_str,1,ret_ann,while_g,size,0,inline,correct,,2|1
c04753,A,map_str,1,ret_ann,while_g,size,1,inline,correct,,NUL|1
c04754,A,map_str,1,ret_ann,optchain,size,0,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,2|1
c04755,A,map_str,1,ret_ann,optchain,size,1,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,0|1
c04756,A,map_str,1,global,nenull,size,0,inline,correct,,2|1
c04757,A,map_str,1,global,nenull,size,1,inline,correct,,NUL|1
c04758,A,map_str,1,global,eqnull_else,size,0,inline,correct,,2|1
c04759,A,map_str,1,global,eqnull_else,size,1,inline,correct,,NUL|1
c04760,A,map_str,1,global,is_t,size,0,inline,correct,,2|1
c04761,A,map_str,1,global,is_t,size,1,inline,correct,,NUL|1
c04762,A,map_str,1,global,match_null,size,0,inline,correct,,2|1
c04763,A,map_str,1,global,match_null,size,1,inline,correct,,NUL|1
c04764,A,map_str,1,global,eqnullcmp,size,0,inline,correct,,false|1
c04765,A,map_str,1,global,eqnullcmp,size,1,inline,correct,,true|1
c04766,A,map_str,1,global,while_g,size,0,inline,correct,,2|1
c04767,A,map_str,1,global,while_g,size,1,inline,correct,,NUL|1
c04768,A,map_str,1,global,optchain,size,0,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,2|1
c04769,A,map_str,1,global,optchain,size,1,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,0|1
c04770,A,map_str,1,field,nenull,size,0,inline,correct,,2|1
c04771,A,map_str,1,field,nenull,size,1,inline,correct,,NUL|1
c04772,A,map_str,1,field,eqnull_else,size,0,inline,correct,,2|1
c04773,A,map_str,1,field,eqnull_else,size,1,inline,correct,,NUL|1
c04774,A,map_str,1,field,is_t,size,0,inline,correct,,2|1
c04775,A,map_str,1,field,is_t,size,1,inline,correct,,NUL|1
c04776,A,map_str,1,field,match_null,size,0,inline,correct,,2|1
c04777,A,map_str,1,field,match_null,size,1,inline,correct,,NUL|1
c04778,A,map_str,1,field,eqnullcmp,size,0,inline,correct,,false|1
c04779,A,map_str,1,field,eqnullcmp,size,1,inline,correct,,true|1
c04780,A,map_str,1,field,while_g,size,0,inline,correct,,2|1
c04781,A,map_str,1,field,while_g,size,1,inline,correct,,NUL|1
c04782,A,map_str,1,field,optchain,size,0,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,2|1
c04783,A,map_str,1,field,optchain,size,1,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,0|1
c04784,A,map_str,1,elem,nenull,size,0,inline,correct,,2|1
c04785,A,map_str,1,elem,nenull,size,1,inline,correct,,NUL|1
c04786,A,map_str,1,elem,eqnull_else,size,0,inline,correct,,2|1
c04787,A,map_str,1,elem,eqnull_else,size,1,inline,correct,,NUL|1
c04788,A,map_str,1,elem,is_t,size,0,inline,correct,,2|1
c04789,A,map_str,1,elem,is_t,size,1,inline,correct,,NUL|1
c04790,A,map_str,1,elem,match_null,size,0,inline,correct,,2|1
c04791,A,map_str,1,elem,match_null,size,1,inline,correct,,NUL|1
c04792,A,map_str,1,elem,eqnullcmp,size,0,inline,correct,,false|1
c04793,A,map_str,1,elem,eqnullcmp,size,1,inline,correct,,true|1
c04794,A,map_str,1,elem,while_g,size,0,inline,correct,,2|1
c04795,A,map_str,1,elem,while_g,size,1,inline,correct,,NUL|1
c04796,A,map_str,1,elem,optchain,size,0,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,2|1
c04797,A,map_str,1,elem,optchain,size,1,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,0|1
c04798,A,map_str,1,mapval,nenull,size,0,inline,correct,,2|1
c04799,A,map_str,1,mapval,nenull,size,1,inline,correct,,NUL|1
c04800,A,map_str,1,mapval,eqnull_else,size,0,inline,correct,,2|1
c04801,A,map_str,1,mapval,eqnull_else,size,1,inline,correct,,NUL|1
c04802,A,map_str,1,mapval,is_t,size,0,inline,correct,,2|1
c04803,A,map_str,1,mapval,is_t,size,1,inline,correct,,NUL|1
c04804,A,map_str,1,mapval,match_null,size,0,inline,correct,,2|1
c04805,A,map_str,1,mapval,match_null,size,1,inline,correct,,NUL|1
c04806,A,map_str,1,mapval,eqnullcmp,size,0,inline,correct,,false|1
c04807,A,map_str,1,mapval,eqnullcmp,size,1,inline,correct,,true|1
c04808,A,map_str,1,mapval,while_g,size,0,inline,correct,,2|1
c04809,A,map_str,1,mapval,while_g,size,1,inline,correct,,NUL|1
c04810,A,map_str,1,mapval,optchain,size,0,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}??,2|1
c04811,A,map_str,1,mapval,optchain,size,1,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}??,0|1
c04812,A,map_str,1,capture,nenull,size,0,inline,loud_emit_reject,emitProgram: bare null needs a struct-typed context,2|1
c04813,A,map_str,1,capture,nenull,size,1,inline,loud_emit_reject,emitProgram: bare null needs a struct-typed context,NUL|1
c04814,A,map_str,1,capture,eqnull_else,size,0,inline,loud_emit_reject,emitProgram: bare null needs a struct-typed context,2|1
c04815,A,map_str,1,capture,eqnull_else,size,1,inline,loud_emit_reject,emitProgram: bare null needs a struct-typed context,NUL|1
c04816,A,map_str,1,capture,is_t,size,0,inline,loud_emit_reject,emitProgram: `is` test but no union type declared,2|1
c04817,A,map_str,1,capture,is_t,size,1,inline,loud_emit_reject,emitProgram: `is` test but no union type declared,NUL|1
c04818,A,map_str,1,capture,match_null,size,0,inline,loud_emit_reject,emitProgram: `is` test but no union type declared,2|1
c04819,A,map_str,1,capture,match_null,size,1,inline,loud_emit_reject,emitProgram: `is` test but no union type declared,NUL|1
c04820,A,map_str,1,capture,eqnullcmp,size,0,inline,loud_emit_reject,emitProgram: bare null needs a struct-typed context,false|1
c04821,A,map_str,1,capture,eqnullcmp,size,1,inline,loud_emit_reject,emitProgram: bare null needs a struct-typed context,true|1
c04822,A,map_str,1,capture,while_g,size,0,inline,loud_emit_reject,emitProgram: bare null needs a struct-typed context,2|1
c04823,A,map_str,1,capture,while_g,size,1,inline,loud_emit_reject,emitProgram: bare null needs a struct-typed context,NUL|1
c04824,A,map_str,1,capture,optchain,size,0,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,2|1
c04825,A,map_str,1,capture,optchain,size,1,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,0|1
c04826,A,map_str,1,loopvar,nenull,size,0,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,2|1
c04827,A,map_str,1,loopvar,nenull,size,1,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,NUL|1
c04828,A,map_str,1,loopvar,eqnull_else,size,0,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,2|1
c04829,A,map_str,1,loopvar,eqnull_else,size,1,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,NUL|1
c04830,A,map_str,1,loopvar,is_t,size,0,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,2|1
c04831,A,map_str,1,loopvar,is_t,size,1,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,NUL|1
c04832,A,map_str,1,loopvar,match_null,size,0,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,2|1
c04833,A,map_str,1,loopvar,match_null,size,1,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,NUL|1
c04834,A,map_str,1,loopvar,eqnullcmp,size,0,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,false|1
c04835,A,map_str,1,loopvar,eqnullcmp,size,1,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,true|1
c04836,A,map_str,1,loopvar,while_g,size,0,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,2|1
c04837,A,map_str,1,loopvar,while_g,size,1,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,NUL|1
c04838,A,map_str,1,loopvar,optchain,size,0,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,2|1
c04839,A,map_str,1,loopvar,optchain,size,1,inline,loud_check_reject,[ERROR]: member access '?.size' on non-object {[string]: i32}?,0|1
c04840,A,map_i32,0,const_local,direct,size,0,inline,correct,,2|1
c04841,A,map_i32,0,const_local,direct,size,1,inline,correct,,1|1
c04842,A,map_i32,0,const_local,is_t,size,0,inline,correct,,2|1
c04843,A,map_i32,0,const_local,is_t,size,1,inline,correct,,1|1
c04844,A,map_i32,0,let_local,direct,size,0,inline,correct,,2|1
c04845,A,map_i32,0,let_local,direct,size,1,inline,correct,,1|1
c04846,A,map_i32,0,let_local,is_t,size,0,inline,correct,,2|1
c04847,A,map_i32,0,let_local,is_t,size,1,inline,correct,,1|1
c04848,A,map_i32,0,param,direct,size,0,inline,correct,,2|1
c04849,A,map_i32,0,param,direct,size,1,inline,correct,,1|1
c04850,A,map_i32,0,param,is_t,size,0,inline,correct,,2|1
c04851,A,map_i32,0,param,is_t,size,1,inline,correct,,1|1
c04852,A,map_i32,0,ret_unann,direct,size,0,inline,correct,,2|1
c04853,A,map_i32,0,ret_unann,direct,size,1,inline,correct,,1|1
c04854,A,map_i32,0,ret_unann,is_t,size,0,inline,correct,,2|1
c04855,A,map_i32,0,ret_unann,is_t,size,1,inline,correct,,1|1
c04856,A,map_i32,0,ret_ann,direct,size,0,inline,correct,,2|1
c04857,A,map_i32,0,ret_ann,direct,size,1,inline,correct,,1|1
c04858,A,map_i32,0,ret_ann,is_t,size,0,inline,correct,,2|1
c04859,A,map_i32,0,ret_ann,is_t,size,1,inline,correct,,1|1
c04860,A,map_i32,0,global,direct,size,0,inline,correct,,2|1
c04861,A,map_i32,0,global,direct,size,1,inline,correct,,1|1
c04862,A,map_i32,0,global,is_t,size,0,inline,correct,,2|1
c04863,A,map_i32,0,global,is_t,size,1,inline,correct,,1|1
c04864,A,map_i32,0,field,direct,size,0,inline,correct,,2|1
c04865,A,map_i32,0,field,direct,size,1,inline,correct,,1|1
c04866,A,map_i32,0,field,is_t,size,0,inline,correct,,2|1
c04867,A,map_i32,0,field,is_t,size,1,inline,correct,,1|1
c04868,A,map_i32,0,elem,direct,size,0,inline,correct,,2|1
c04869,A,map_i32,0,elem,direct,size,1,inline,correct,,1|1
c04870,A,map_i32,0,elem,is_t,size,0,inline,correct,,2|1
c04871,A,map_i32,0,elem,is_t,size,1,inline,correct,,1|1
c04872,A,map_i32,0,mapval,direct,size,0,inline,loud_check_reject,[ERROR]: member access '.size' on non-object {[i32]: string}?,2|1
c04873,A,map_i32,0,mapval,direct,size,1,inline,loud_check_reject,[ERROR]: member access '.size' on non-object {[i32]: string}?,1|1
c04874,A,map_i32,0,mapval,is_t,size,0,inline,loud_emit_reject,emitProgram: an i32-keyed Map/Set is supported as a binding / parameter / return / `| null` / an ARRAY ELEMENT / a closure result / a map value — not inside '{[string]:{[i32]:string}}',2|1
c04875,A,map_i32,0,mapval,is_t,size,1,inline,loud_emit_reject,emitProgram: an i32-keyed Map/Set is supported as a binding / parameter / return / `| null` / an ARRAY ELEMENT / a closure result / a map value — not inside '{[string]:{[i32]:string}}',1|1
c04876,A,map_i32,0,capture,direct,size,0,inline,compiler_trap,wasm trap: out of bounds array access,2|1
c04877,A,map_i32,0,capture,direct,size,1,inline,compiler_trap,wasm trap: out of bounds array access,1|1
c04878,A,map_i32,0,capture,is_t,size,0,inline,compiler_trap,wasm trap: out of bounds array access,2|1
c04879,A,map_i32,0,capture,is_t,size,1,inline,compiler_trap,wasm trap: out of bounds array access,1|1
c04880,A,map_i32,0,loopvar,direct,size,0,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,2|1
c04881,A,map_i32,0,loopvar,direct,size,1,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,1|1
c04882,A,map_i32,0,loopvar,is_t,size,0,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,2|1
c04883,A,map_i32,0,loopvar,is_t,size,1,inline,loud_emit_reject,emitProgram: unsupported for-in iterable,1|1
c04884,A,map_i32,1,const_local,nenull,size,0,inline,correct,,2|1
c04885,A,map_i32,1,const_local,nenull,size,1,inline,correct,,NUL|1
c04886,A,map_i32,1,const_local,eqnull_else,size,0,inline,correct,,2|1
c04887,A,map_i32,1,const_local,eqnull_else,size,1,inline,correct,,NUL|1
c04888,A,map_i32,1,const_local,is_t,size,0,inline,correct,,2|1
c04889,A,map_i32,1,const_local,is_t,size,1,inline,correct,,NUL|1
c04890,A,map_i32,1,const_local,match_null,size,0,inline,correct,,2|1
c04891,A,map_i32,1,const_local,match_null,size,1,inline,correct,,NUL|1
c04892,A,map_i32,1,const_local,eqnullcmp,size,0,inline,correct,,false|1
c04893,A,map_i32,1,const_local,eqnullcmp,size,1,inline,correct,,true|1
c04894,A,map_i32,1,const_local,while_g,size,0,inline,correct,,2|1
c04895,A,map_i32,1,const_local,while_g,size,1,inline,correct,,NUL|1
c04896,A,map_i32,1,let_local,nenull,size,0,inline,correct,,2|1
c04897,A,map_i32,1,let_local,nenull,size,1,inline,correct,,NUL|1
c04898,A,map_i32,1,let_local,eqnull_else,size,0,inline,correct,,2|1
c04899,A,map_i32,1,let_local,eqnull_else,size,1,inline,correct,,NUL|1
c04900,A,map_i32,1,let_local,is_t,size,0,inline,correct,,2|1
c04901,A,map_i32,1,let_local,is_t,size,1,inline,correct,,NUL|1
c04902,A,map_i32,1,let_local,match_null,size,0,inline,correct,,2|1
c04903,A,map_i32,1,let_local,match_null,size,1,inline,correct,,NUL|1
